"year"," month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del15","carrier_ct"," weather_ct","nas_ct","security_ct","late_aircraft_ct","arr_cancelled","arr_diverted"," arr_delay"," carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay",
2003,6,"WN","Southwest Airlines Co.","MDW","Chicago, IL: Chicago Midway International",3767.00,484.00,82.24,23.31,100.77,6.72,270.95,20.00,5.00,21368.00,3496.00,1401.00,3314.00,149.00,13008.00,
2003,6,"WN","Southwest Airlines Co.","MHT","Manchester, NH: Manchester-Boston Regional",593.00,59.00,15.39,3.62,14.65,0.00,25.35,0.00,0.00,2378.00,571.00,129.00,479.00,0.00,1199.00,
2003,6,"WN","Southwest Airlines Co.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",1706.00,352.00,91.26,15.56,74.21,0.00,170.98,12.00,7.00,16335.00,3911.00,916.00,2427.00,0.00,9081.00,
2003,6,"WN","Southwest Airlines Co.","OAK","Oakland, CA: Metropolitan Oakland International",3481.00,417.00,90.52,2.61,54.04,3.81,266.02,8.00,7.00,16045.00,3078.00,113.00,1473.00,92.00,11289.00,
2003,6,"WN","Southwest Airlines Co.","OKC","Oklahoma City, OK: Will Rogers World",620.00,119.00,24.92,2.94,15.94,0.28,74.93,7.00,1.00,5506.00,1151.00,240.00,531.00,5.00,3579.00,
2003,6,"WN","Southwest Airlines Co.","OMA","Omaha, NE: Eppley Airfield",381.00,62.00,22.82,1.00,14.14,0.00,24.04,0.00,0.00,2430.00,919.00,85.00,427.00,0.00,999.00,
2003,6,"WN","Southwest Airlines Co.","ONT","Ontario, CA: Ontario International",1608.00,173.00,40.48,0.00,21.78,2.50,108.24,11.00,1.00,6200.00,1266.00,0.00,561.00,50.00,4323.00,
2003,6,"WN","Southwest Airlines Co.","ORF","Norfolk, VA: Norfolk International",342.00,45.00,14.40,0.32,5.59,0.00,24.69,0.00,1.00,1907.00,728.00,31.00,149.00,0.00,999.00,
2003,6,"WN","Southwest Airlines Co.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",323.00,41.00,3.85,1.50,8.77,1.40,25.48,2.00,0.00,1906.00,141.00,40.00,329.00,51.00,1345.00,
2003,6,"WN","Southwest Airlines Co.","PDX","Portland, OR: Portland International",1013.00,106.00,20.64,0.00,13.18,2.66,69.52,1.00,0.00,3783.00,817.00,0.00,323.00,55.00,2588.00,
2003,6,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",5177.00,618.00,131.21,10.54,121.00,2.03,353.22,37.00,5.00,23965.00,5146.00,689.00,3431.00,54.00,14645.00,
2003,6,"WN","Southwest Airlines Co.","PVD","Providence, RI: Theodore Francis Green State",771.00,107.00,35.47,2.00,15.21,0.15,54.17,2.00,0.00,5423.00,1523.00,167.00,779.00,3.00,2951.00,
2003,6,"WN","Southwest Airlines Co.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",555.00,96.00,27.91,5.59,9.14,0.33,53.03,0.00,0.00,4599.00,1053.00,279.00,364.00,5.00,2898.00,
2003,6,"WN","Southwest Airlines Co.","RNO","Reno, NV: Reno/Tahoe International",1152.00,163.00,36.32,0.00,15.28,1.46,109.93,1.00,0.00,6181.00,1305.00,0.00,340.00,41.00,4495.00,
2003,6,"WN","Southwest Airlines Co.","SAN","San Diego, CA: San Diego International",2307.00,298.00,79.32,1.67,42.13,3.70,171.18,5.00,2.00,10200.00,2945.00,42.00,1068.00,65.00,6080.00,
2003,6,"WN","Southwest Airlines Co.","SAT","San Antonio, TX: San Antonio International",1313.00,220.00,63.35,11.91,44.41,1.26,99.07,23.00,1.00,10198.00,2452.00,923.00,1703.00,35.00,5085.00,
2003,6,"WN","Southwest Airlines Co.","SDF","Louisville, KY: Louisville Muhammad Ali International",599.00,106.00,23.04,4.61,19.42,0.93,58.01,1.00,0.00,5621.00,1022.00,394.00,763.00,27.00,3415.00,
2003,6,"WN","Southwest Airlines Co.","SEA","Seattle, WA: Seattle/Tacoma International",1138.00,129.00,25.40,0.27,14.57,1.04,87.72,0.00,0.00,4910.00,835.00,12.00,435.00,24.00,3604.00,
2003,6,"WN","Southwest Airlines Co.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",2073.00,213.00,45.28,2.00,25.83,2.35,137.53,16.00,1.00,7749.00,1744.00,96.00,616.00,179.00,5114.00,
2003,6,"WN","Southwest Airlines Co.","SLC","Salt Lake City, UT: Salt Lake City International",1123.00,147.00,33.48,0.28,20.08,1.14,92.02,0.00,0.00,5942.00,1194.00,38.00,546.00,25.00,4139.00,
2003,6,"WN","Southwest Airlines Co.","SMF","Sacramento, CA: Sacramento International",2076.00,262.00,62.68,0.20,26.24,7.62,165.26,6.00,1.00,9141.00,2236.00,8.00,703.00,318.00,5876.00,
2003,6,"WN","Southwest Airlines Co.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",739.00,67.00,13.46,0.00,10.32,2.72,40.51,0.00,0.00,2502.00,337.00,0.00,500.00,51.00,1614.00,
2003,6,"WN","Southwest Airlines Co.","STL","St. Louis, MO: St Louis Lambert International",1884.00,330.00,51.81,16.09,116.98,1.86,143.26,15.00,11.00,15957.00,2431.00,1195.00,4715.00,47.00,7569.00,
2003,6,"WN","Southwest Airlines Co.","TPA","Tampa, FL: Tampa International",1690.00,260.00,32.37,8.31,82.26,0.88,136.19,3.00,4.00,11724.00,1185.00,451.00,3106.00,39.00,6943.00,
2003,6,"WN","Southwest Airlines Co.","TUL","Tulsa, OK: Tulsa International",632.00,96.00,33.81,1.07,11.26,0.00,49.86,12.00,2.00,4243.00,1148.00,77.00,483.00,0.00,2535.00,
2003,6,"WN","Southwest Airlines Co.","TUS","Tucson, AZ: Tucson International",399.00,41.00,11.22,0.00,3.72,0.00,26.07,0.00,0.00,1583.00,530.00,0.00,100.00,0.00,953.00,
2003,7,"AA","American Airlines Inc.","ABQ","Albuquerque, NM: Albuquerque International Sunport",326.00,83.00,34.50,7.97,18.45,0.00,22.07,1.00,0.00,4329.00,1625.00,458.00,719.00,0.00,1527.00,
2003,7,"AA","American Airlines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",93.00,34.00,11.73,0.83,14.57,0.00,6.87,0.00,2.00,1911.00,711.00,118.00,651.00,0.00,431.00,
2003,7,"AA","American Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",774.00,210.00,36.45,20.49,117.58,0.00,35.47,7.00,1.00,11426.00,1662.00,1236.00,6735.00,0.00,1793.00,
2003,7,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",889.00,213.00,79.45,17.78,57.18,0.00,58.59,12.00,1.00,12499.00,4418.00,951.00,2891.00,0.00,4239.00,
2003,7,"AA","American Airlines Inc.","BDL","Hartford, CT: Bradley International",413.00,69.00,21.08,10.81,22.77,0.62,13.72,3.00,1.00,3935.00,880.00,686.00,1074.00,13.00,1282.00,
2003,7,"AA","American Airlines Inc.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",93.00,15.00,7.39,2.21,1.43,0.00,3.96,0.00,0.00,974.00,575.00,125.00,49.00,0.00,225.00,
2003,7,"AA","American Airlines Inc.","BNA","Nashville, TN: Nashville International",472.00,124.00,37.17,14.98,35.28,0.00,36.57,3.00,0.00,7506.00,1949.00,934.00,2116.00,0.00,2507.00,
2003,7,"AA","American Airlines Inc.","BOS","Boston, MA: Logan International",1316.00,241.00,86.14,19.27,70.17,0.02,65.41,10.00,1.00,16428.00,6528.00,2031.00,3618.00,1.00,4250.00,
2003,7,"AA","American Airlines Inc.","BUR","Burbank, CA: Bob Hope",123.00,20.00,10.46,2.36,3.95,0.00,3.23,0.00,0.00,825.00,414.00,100.00,171.00,0.00,140.00,
2003,7,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",622.00,122.00,40.53,15.94,43.73,0.00,21.79,7.00,0.00,6841.00,1982.00,799.00,2470.00,0.00,1590.00,
2003,7,"AA","American Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",179.00,36.00,8.22,5.50,19.69,0.00,2.59,1.00,1.00,1648.00,756.00,233.00,510.00,0.00,149.00,
2003,7,"AA","American Airlines Inc.","CLT","Charlotte, NC: Charlotte Douglas International",242.00,53.00,16.53,8.36,17.17,0.00,10.94,4.00,1.00,3007.00,1155.00,394.00,712.00,0.00,746.00,
2003,7,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",237.00,32.00,10.17,4.15,8.99,0.00,8.70,2.00,0.00,2047.00,645.00,331.00,276.00,0.00,795.00,
2003,7,"AA","American Airlines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",211.00,39.00,13.08,6.27,10.60,0.00,9.04,0.00,0.00,1615.00,503.00,355.00,279.00,0.00,478.00,
2003,7,"AA","American Airlines Inc.","DAY","Dayton, OH: James M Cox/Dayton International",61.00,14.00,6.99,1.90,1.72,0.00,3.39,0.00,0.00,532.00,251.00,74.00,57.00,0.00,150.00,
2003,7,"AA","American Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",989.00,224.00,72.84,21.31,80.27,0.00,49.58,23.00,1.00,15556.00,4706.00,1567.00,4929.00,0.00,4354.00,
2003,7,"AA","American Airlines Inc.","DEN","Denver, CO: Denver International",787.00,170.00,62.01,19.61,51.65,1.00,35.73,4.00,1.00,9066.00,3142.00,1189.00,2432.00,17.00,2286.00,
2003,7,"AA","American Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",12861.00,2669.00,596.99,111.45,1268.55,13.57,678.43,69.00,35.00,138361.00,39633.00,7670.00,50075.00,372.00,40611.00,
2003,7,"AA","American Airlines Inc.","DSM","Des Moines, IA: Des Moines International",143.00,18.00,4.87,3.82,5.15,0.00,4.17,2.00,0.00,1032.00,230.00,231.00,234.00,0.00,337.00,
2003,7,"AA","American Airlines Inc.","DTW","Detroit, MI: Detroit Metro Wayne County",595.00,152.00,47.20,16.22,45.59,0.00,42.99,2.00,0.00,8335.00,2323.00,898.00,2151.00,0.00,2963.00,
2003,7,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",31.00,18.00,6.58,2.04,2.07,0.00,7.30,0.00,0.00,917.00,282.00,167.00,99.00,0.00,369.00,
2003,7,"AA","American Airlines Inc.","ELP","El Paso, TX: El Paso International",275.00,81.00,27.36,12.34,20.30,0.00,20.99,0.00,0.00,5081.00,1309.00,833.00,1114.00,0.00,1825.00,
2003,7,"AA","American Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",904.00,199.00,61.81,12.15,83.34,0.00,41.70,29.00,6.00,14009.00,4225.00,713.00,5322.00,0.00,3749.00,
2003,7,"AA","American Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",92.00,14.00,4.22,2.96,1.92,0.00,4.89,0.00,0.00,677.00,170.00,126.00,60.00,0.00,321.00,
2003,7,"AA","American Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",739.00,179.00,61.19,9.69,76.20,0.00,31.92,1.00,0.00,8819.00,3424.00,508.00,2700.00,0.00,2187.00,
2003,7,"AA","American Airlines Inc.","HNL","Honolulu, HI: Daniel K Inouye International",286.00,65.00,34.80,1.77,27.10,0.00,1.34,0.00,1.00,3721.00,2802.00,68.00,711.00,0.00,140.00,
2003,7,"AA","American Airlines Inc.","HOU","Houston, TX: William P Hobby",106.00,25.00,3.12,0.09,16.08,0.00,5.71,3.00,1.00,1641.00,378.00,30.00,591.00,0.00,642.00,
2003,7,"AA","American Airlines Inc.","HPN","White Plains, NY: Westchester County",172.00,42.00,6.29,2.73,11.74,0.00,21.24,14.00,0.00,4655.00,563.00,178.00,1165.00,0.00,2749.00,
2003,7,"AA","American Airlines Inc.","HSV","Huntsville, AL: Huntsville International-Carl T Jones Field",62.00,16.00,9.39,0.86,1.73,0.00,4.02,0.00,0.00,983.00,430.00,79.00,94.00,0.00,380.00,
2003,7,"AA","American Airlines Inc.","IAD","Washington, DC: Washington Dulles International",465.00,98.00,25.95,10.60,43.16,0.00,18.30,8.00,0.00,5511.00,1845.00,672.00,1991.00,0.00,1003.00,
2003,7,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",393.00,113.00,32.62,8.27,46.96,0.00,25.15,5.00,1.00,7170.00,2013.00,485.00,2508.00,0.00,2164.00,
2003,7,"AA","American Airlines Inc.","ICT","Wichita, KS: Wichita Dwight D Eisenhower National",61.00,16.00,5.12,3.32,2.67,0.00,4.89,0.00,0.00,899.00,286.00,184.00,105.00,0.00,324.00,
2003,7,"AA","American Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",326.00,75.00,22.63,7.29,25.85,0.00,19.22,2.00,0.00,4411.00,856.00,514.00,1424.00,0.00,1617.00,
2003,7,"AA","American Airlines Inc.","JAC","Jackson, WY: Jackson Hole",66.00,13.00,8.70,0.00,4.13,0.00,0.18,0.00,0.00,365.00,289.00,0.00,73.00,0.00,3.00,
2003,7,"AA","American Airlines Inc.","JAX","Jacksonville, FL: Jacksonville International",93.00,24.00,12.85,1.53,4.35,0.00,5.28,0.00,0.00,990.00,439.00,67.00,219.00,0.00,265.00,
2003,7,"AA","American Airlines Inc.","JFK","New York, NY: John F. Kennedy International",1233.00,297.00,103.36,15.31,118.02,1.22,59.08,4.00,4.00,18069.00,8328.00,926.00,4398.00,23.00,4394.00,
2003,7,"AA","American Airlines Inc.","KOA","Kona, HI: Ellison Onizuka Kona International at Keahole",45.00,12.00,6.59,0.00,4.35,0.00,1.06,0.00,0.00,730.00,609.00,0.00,100.00,0.00,21.00,
2003,7,"AA","American Airlines Inc.","LAS","Las Vegas, NV: McCarran International",757.00,185.00,73.76,12.21,60.24,0.00,38.79,1.00,2.00,10443.00,4055.00,914.00,2486.00,0.00,2988.00,
2003,7,"AA","American Airlines Inc.","LAX","Los Angeles, CA: Los Angeles International",2587.00,566.00,194.42,43.21,184.59,1.21,142.57,12.00,1.00,33127.00,11623.00,3413.00,7759.00,28.00,10304.00,
2003,7,"AA","American Airlines Inc.","LGA","New York, NY: LaGuardia",2011.00,491.00,110.74,38.20,231.62,0.15,110.29,57.00,24.00,33100.00,8671.00,2479.00,14157.00,6.00,7787.00,
2003,7,"AA","American Airlines Inc.","LGB","Long Beach, CA: Long Beach Airport",236.00,43.00,15.22,4.38,13.06,0.00,10.33,1.00,2.00,1785.00,674.00,180.00,396.00,0.00,535.00,
2003,7,"AA","American Airlines Inc.","LIH","Lihue, HI: Lihue Airport",48.00,7.00,4.98,0.00,1.11,0.00,0.90,0.00,0.00,516.00,443.00,0.00,36.00,0.00,37.00,
2003,7,"AA","American Airlines Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",150.00,13.00,4.63,0.74,4.32,0.00,3.31,2.00,1.00,432.00,222.00,17.00,121.00,0.00,72.00,
2003,7,"AA","American Airlines Inc.","MCI","Kansas City, MO: Kansas City International",771.00,149.00,56.81,9.76,47.00,0.00,35.43,10.00,0.00,9029.00,3218.00,714.00,2595.00,0.00,2502.00,
2003,7,"AA","American Airlines Inc.","MCO","Orlando, FL: Orlando International",1082.00,283.00,75.71,25.98,114.27,0.00,67.04,0.00,1.00,16071.00,4297.00,1515.00,5413.00,0.00,4846.00,
2003,7,"AA","American Airlines Inc.","MDW","Chicago, IL: Chicago Midway International",218.00,49.00,14.81,4.00,18.69,0.00,11.51,5.00,2.00,2751.00,848.00,216.00,990.00,0.00,697.00,
2003,7,"AA","American Airlines Inc.","MEM","Memphis, TN: Memphis International",89.00,19.00,12.19,1.18,3.79,0.00,1.84,0.00,1.00,1091.00,752.00,92.00,149.00,0.00,98.00,
2003,7,"AA","American Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",92.00,19.00,9.29,1.62,3.55,0.00,4.54,0.00,0.00,944.00,420.00,117.00,131.00,0.00,276.00,
2003,7,"AA","American Airlines Inc.","MIA","Miami, FL: Miami International",3301.00,762.00,196.82,33.24,374.69,3.73,153.52,31.00,10.00,45717.00,15241.00,3009.00,14748.00,121.00,12598.00,
2003,7,"AA","American Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",696.00,181.00,37.55,14.56,82.69,0.00,46.20,24.00,1.00,9189.00,1956.00,834.00,2836.00,0.00,3563.00,
2003,7,"AA","American Airlines Inc.","MSY","New Orleans, LA: Louis Armstrong New Orleans International",512.00,100.00,32.88,7.61,43.85,0.00,15.66,7.00,1.00,4745.00,1658.00,329.00,1826.00,0.00,932.00,
2003,7,"AA","American Airlines Inc.","OAK","Oakland, CA: Metropolitan Oakland International",150.00,23.00,9.41,3.65,4.37,0.00,5.58,0.00,0.00,1309.00,378.00,274.00,112.00,0.00,545.00,
2003,7,"AA","American Airlines Inc.","OGG","Kahului, HI: Kahului Airport",176.00,37.00,15.28,0.35,13.87,0.00,7.50,0.00,1.00,2640.00,1456.00,9.00,467.00,0.00,708.00,
2003,7,"AA","American Airlines Inc.","OKC","Oklahoma City, OK: Will Rogers World",268.00,38.00,18.18,3.55,12.07,0.00,4.20,3.00,0.00,1634.00,881.00,226.00,291.00,0.00,236.00,
2003,7,"AA","American Airlines Inc.","OMA","Omaha, NE: Eppley Airfield",207.00,34.00,10.36,6.45,9.32,0.00,7.87,1.00,0.00,1623.00,397.00,407.00,376.00,0.00,443.00,
2003,7,"AA","American Airlines Inc.","ONT","Ontario, CA: Ontario International",181.00,33.00,11.75,8.87,5.10,0.00,7.28,0.00,0.00,1432.00,421.00,553.00,108.00,0.00,350.00,
2003,7,"AA","American Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",7910.00,2051.00,285.30,49.26,1220.42,4.86,491.16,215.00,40.00,163127.00,25671.00,4908.00,87012.00,113.00,45423.00,
2003,7,"AA","American Airlines Inc.","ORF","Norfolk, VA: Norfolk International",180.00,35.00,19.64,3.53,6.42,0.00,5.41,0.00,0.00,1737.00,769.00,317.00,253.00,0.00,398.00,
2003,7,"AA","American Airlines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",31.00,10.00,4.85,2.15,2.02,0.00,0.97,0.00,0.00,398.00,161.00,104.00,98.00,0.00,35.00,
2003,7,"AA","American Airlines Inc.","PDX","Portland, OR: Portland International",268.00,71.00,24.80,11.12,18.20,0.00,16.88,1.00,0.00,3791.00,1321.00,571.00,807.00,0.00,1092.00,
2003,7,"AA","American Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",785.00,182.00,37.04,15.33,92.61,0.00,37.02,25.00,0.00,12395.00,1707.00,750.00,6584.00,0.00,3354.00,
2003,7,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",476.00,85.00,40.16,9.03,13.92,0.00,21.88,2.00,1.00,4516.00,2041.00,419.00,763.00,0.00,1293.00,
2003,7,"AA","American Airlines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",93.00,18.00,7.64,2.85,3.55,0.00,3.96,0.00,0.00,869.00,353.00,157.00,134.00,0.00,225.00,
2003,7,"AA","American Airlines Inc.","PSP","Palm Springs, CA: Palm Springs International",31.00,10.00,3.45,3.16,0.18,0.00,3.20,0.00,0.00,451.00,117.00,168.00,14.00,0.00,152.00,
2003,7,"AA","American Airlines Inc.","PVD","Providence, RI: Theodore Francis Green State",124.00,38.00,7.81,1.97,13.55,0.00,14.67,0.00,0.00,2996.00,341.00,253.00,831.00,0.00,1571.00,
2003,7,"AA","American Airlines Inc.","RDU","Raleigh/Durham, NC: Raleigh-Durham International",542.00,123.00,34.64,17.24,40.09,0.00,31.03,7.00,2.00,7984.00,1617.00,926.00,2688.00,0.00,2753.00,
2003,7,"AA","American Airlines Inc.","RIC","Richmond, VA: Richmond International",174.00,29.00,15.06,1.44,7.88,0.00,4.61,1.00,1.00,1454.00,888.00,91.00,271.00,0.00,204.00,
2003,7,"AA","American Airlines Inc.","RNO","Reno, NV: Reno/Tahoe International",184.00,38.00,10.58,4.37,13.28,0.00,9.77,1.00,0.00,3020.00,692.00,409.00,558.00,0.00,1361.00,
2003,7,"AA","American Airlines Inc.","RST","Rochester, MN: Rochester International",61.00,23.00,9.08,1.90,3.77,0.00,8.25,2.00,0.00,2062.00,446.00,655.00,273.00,0.00,688.00,
2003,7,"AA","American Airlines Inc.","RSW","Fort Myers, FL: Southwest Florida International",62.00,17.00,9.09,2.70,1.68,0.00,3.53,0.00,0.00,832.00,349.00,177.00,88.00,0.00,218.00,
2003,7,"AA","American Airlines Inc.","SAN","San Diego, CA: San Diego International",636.00,113.00,41.14,13.03,36.75,0.00,22.08,2.00,2.00,5987.00,2046.00,701.00,1900.00,0.00,1340.00,
2003,7,"AA","American Airlines Inc.","SAT","San Antonio, TX: San Antonio International",601.00,141.00,37.54,15.41,47.64,0.00,40.41,5.00,1.00,8562.00,1463.00,1648.00,2087.00,0.00,3364.00,
2003,7,"AA","American Airlines Inc.","SDF","Louisville, KY: Louisville Muhammad Ali International",207.00,40.00,11.33,2.98,15.51,0.00,10.18,0.00,0.00,1962.00,741.00,198.00,474.00,0.00,549.00,
2003,7,"AA","American Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",661.00,185.00,64.39,17.06,64.47,0.36,38.71,1.00,0.00,9234.00,3112.00,1177.00,2481.00,8.00,2456.00,
2003,7,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",1070.00,209.00,73.43,14.62,64.31,2.89,53.75,8.00,2.00,11403.00,4628.00,946.00,2641.00,77.00,3111.00,
2003,7,"AA","American Airlines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",856.00,160.00,62.94,12.45,36.09,0.00,48.52,9.00,1.00,9051.00,3059.00,842.00,1716.00,0.00,3434.00,
2003,7,"AA","American Airlines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",1434.00,296.00,137.33,29.18,71.53,1.74,56.22,4.00,8.00,17363.00,9105.00,1911.00,2474.00,31.00,3842.00,
2003,7,"AA","American Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",273.00,61.00,26.58,6.52,14.01,0.00,13.89,0.00,1.00,3230.00,1343.00,374.00,643.00,0.00,870.00,
2003,7,"AA","American Airlines Inc.","SMF","Sacramento, CA: Sacramento International",207.00,43.00,19.12,6.23,7.10,0.00,10.55,0.00,0.00,1912.00,832.00,305.00,214.00,0.00,561.00,
2003,7,"AA","American Airlines Inc.","SNA","Santa Ana, CA: John Wayne Airport-Orange County",555.00,115.00,42.08,12.28,28.24,0.00,32.39,3.00,5.00,6374.00,2470.00,604.00,1646.00,0.00,1654.00,
2003,7,"AA","American Airlines Inc.","STL","St. Louis, MO: St Louis Lambert International",6193.00,1018.00,258.24,53.20,520.42,2.95,183.18,68.00,8.00,54990.00,17813.00,3506.00,20973.00,63.00,12635.00,
2003,7,"AA","American Airlines Inc.","STT","Charlotte Amalie, VI: Cyril E King",119.00,19.00,5.88,3.90,6.07,0.00,3.15,1.00,0.00,1517.00,255.00,930.00,190.00,0.00,142.00,
2003,7,"AA","American Airlines Inc.","STX","Christiansted, VI: Henry E. Rohlsen",31.00,3.00,1.65,0.00,1.35,0.00,0.00,0.00,0.00,121.00,80.00,0.00,41.00,0.00,0.00,
2003,7,"AA","American Airlines Inc.","TPA","Tampa, FL: Tampa International",547.00,138.00,38.28,15.64,59.05,0.00,25.03,1.00,1.00,7774.00,1831.00,1263.00,2715.00,0.00,1965.00,
2003,7,"AA","American Airlines Inc.","TUL","Tulsa, OK: Tulsa International",358.00,77.00,22.42,6.91,22.16,0.00,25.51,3.00,0.00,4304.00,1057.00,527.00,1148.00,0.00,1572.00,
2003,7,"AA","American Airlines Inc.","TUS","Tucson, AZ: Tucson International",274.00,63.00,24.13,12.11,8.65,0.00,18.11,0.00,2.00,3444.00,1241.00,861.00,328.00,0.00,1014.00,
2003,7,"AA","American Airlines Inc.","XNA","Fayetteville, AR: Northwest Arkansas Regional",150.00,44.00,8.83,5.13,10.89,0.00,19.15,3.00,1.00,2815.00,370.00,210.00,747.00,0.00,1488.00,
2003,7,"AS","Alaska Airlines Inc.","ADK","Adak Island, AK: Adak",9.00,1.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,15.00,15.00,0.00,0.00,0.00,0.00,
2003,7,"AS","Alaska Airlines Inc.","ADQ","Kodiak, AK: Kodiak Airport",62.00,20.00,8.34,0.61,5.40,0.00,5.65,8.00,0.00,669.00,212.00,41.00,131.00,0.00,285.00,
2003,7,"AS","Alaska Airlines Inc.","AKN","King Salmon, AK: King Salmon Airport",60.00,9.00,2.51,0.00,1.47,1.00,4.03,2.00,0.00,522.00,98.00,0.00,32.00,26.00,366.00,
2003,7,"AS","Alaska Airlines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",1779.00,290.00,84.58,3.79,39.04,16.58,146.01,80.00,1.00,12515.00,3629.00,224.00,1060.00,447.00,7155.00,
2003,7,"AS","Alaska Airlines Inc.","BET","Bethel, AK: Bethel Airport",101.00,20.00,2.27,1.98,1.93,0.00,13.83,7.00,0.00,593.00,85.00,60.00,45.00,0.00,403.00,
2003,7,"AS","Alaska Airlines Inc.","BOI","Boise, ID: Boise Air Terminal",62.00,7.00,6.00,0.00,0.00,0.00,1.00,0.00,0.00,218.00,191.00,0.00,0.00,0.00,27.00,
2003,7,"AS","Alaska Airlines Inc.","BOS","Boston, MA: Logan International",62.00,7.00,3.39,0.00,3.61,0.00,0.00,0.00,0.00,219.00,130.00,0.00,89.00,0.00,0.00,
2003,7,"AS","Alaska Airlines Inc.","BRW","Barrow, AK: Wiley Post/Will Rogers Memorial",62.00,18.00,2.16,3.63,1.02,0.00,11.19,2.00,1.00,920.00,228.00,272.00,32.00,0.00,388.00,
2003,7,"AS","Alaska Airlines Inc.","BUR","Burbank, CA: Bob Hope",209.00,30.00,15.04,0.00,6.54,0.00,8.42,1.00,0.00,1426.00,885.00,0.00,170.00,0.00,371.00,
2003,7,"AS","Alaska Airlines Inc.","CDV","Cordova, AK: Merle K Mudhole Smith",62.00,12.00,4.00,0.00,1.25,0.00,6.75,1.00,0.00,689.00,302.00,0.00,23.00,0.00,364.00,
2003,7,"AS","Alaska Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",31.00,3.00,0.55,0.00,1.45,0.00,1.00,0.00,0.00,92.00,11.00,0.00,54.00,0.00,27.00,
2003,7,"AS","Alaska Airlines Inc.","DEN","Denver, CO: Denver International",186.00,32.00,15.53,0.00,5.50,0.00,10.98,0.00,0.00,1474.00,739.00,0.00,182.00,0.00,553.00,
2003,7,"AS","Alaska Airlines Inc.","DLG","Dillingham, AK: Dillingham Airport",44.00,11.00,4.24,0.00,2.45,0.00,4.30,3.00,0.00,525.00,271.00,0.00,54.00,0.00,200.00,
2003,7,"AS","Alaska Airlines Inc.","DUT","Unalaska, AK: Unalaska Airport",62.00,17.00,4.71,3.96,1.59,0.00,6.74,18.00,0.00,746.00,142.00,269.00,87.00,0.00,248.00,
2003,7,"AS","Alaska Airlines Inc.","EWR","Newark, NJ: Newark Liberty International",62.00,13.00,1.68,0.00,10.27,0.00,1.05,0.00,1.00,344.00,77.00,0.00,246.00,0.00,21.00,
2003,7,"AS","Alaska Airlines Inc.","FAI","Fairbanks, AK: Fairbanks International",537.00,96.00,32.42,0.73,8.76,8.00,46.09,18.00,0.00,3599.00,1267.00,11.00,204.00,233.00,1884.00,
2003,7,"AS","Alaska Airlines Inc.","GEG","Spokane, WA: Spokane International",209.00,46.00,23.34,0.00,2.93,0.00,19.73,4.00,0.00,1824.00,1045.00,0.00,62.00,0.00,717.00,
